,id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag
0,1,1442.6988046941158,31.806656364834488,0.6061594344345355,-0.00623660383279525,0.8752431430109163,25,0.0,1.1622981429100037,1.1315029253684874,-0.13413920277448066
1,2,1298.3845076606476,161.36574161378428,0.6125589280313462,-0.007163042937224807,-0.014110764050972445,25,0.0,1.1578657925128937,1.2111231832621185,-0.20797079363442497
2,3,942.0,201.41601350223698,0.9081303359162929,0.26947262964928426,0.468396290174432,25,0.0,1.2862511277198792,1.0126303096836493,-0.013627305976243497
3,4,791.5233018169049,234.7760720700649,0.9206690745067391,0.11328896350247808,-0.7777468634014227,25,0.0,1.4200689792633057,1.1063723408828154,-0.10975327487506736
4,5,780.0534558550653,236.37791480148033,0.9013831357800045,0.5516527807352083,0.5451868371180824,25,0.0,1.3441476821899414,1.064219628223197,-0.06757816172643918
5,6,795.7394673782757,238.3475392041297,0.5860970815907571,-0.4802915226787495,-0.5714692579576129,25,0.0,1.3983710408210754,1.395124440386199,-0.3615323673443268
6,7,1132.000692003534,243.74981044162172,0.5796165399949746,-0.652696659603906,0.5061652858472424,25,0.0,1.1787144839763641,1.1791444556386497,-0.17891753318664788
7,8,770.8683897068515,244.85354688622843,0.6307159857938112,0.48587795899442243,0.003092116840823593,25,0.0,1.2619211971759796,1.2938445708559911,-0.27970526951426594
8,9,1126.9934875449007,246.12546798814304,0.165540999886513,-0.14183073766689216,-0.6421191410139756,25,0.0,1.2244240045547485,1.5548029605294935,-0.479188397270722
9,10,772.8036521245713,248.52213149786436,0.08040831991501433,0.38344827061222103,0.6014534845074091,25,0.0,1.3204390108585358,2.297354365614229,-0.9030699751020692
10,11,774.9871631587094,251.51359512960116,0.6357182305152326,0.363288232260005,-0.03679419878827439,25,0.0,1.2909106314182281,1.3163907772335939,-0.2984620773052528
11,12,2247.2675316212185,314.04145810444874,0.4692559862264633,-0.6590909054773123,0.1932038052603427,25,0.0,1.1299662292003632,1.4059540591995927,-0.3699278248921595
12,13,2232.0,318.0022457090212,0.6436585984918028,0.23896787901234642,0.7515043299796744,25,0.0,1.1139661073684692,1.126260075690436,-0.12909672316909543
13,14,2242.9706039760554,317.90084950830067,0.5330787868779321,-0.44314056317467737,0.8316060704095669,25,0.0,1.135856717824936,1.1037251051178227,-0.10715230260361598
14,15,1956.5271280290071,325.35069594614674,0.6339157846538154,-0.09235473100912951,-0.20914358219677515,25,0.0,3.3274518251419067,2.484579551582379,-0.9881322664995661
15,16,2299.518555860215,375.1133012771743,0.7465948995476677,0.5711117515894018,-0.03021397884991314,25,0.0,5.803260445594788,4.445220663680115,-1.6197333112633225
16,17,821.0,383.57018143440376,0.9162813721869275,0.26613003395224766,0.459869677790335,25,0.0,1.2946695685386658,1.0123525306931975,-0.013329432134813548
17,18,578.4225081204182,391.0,0.9119523515212232,-0.26790962350713315,-0.4643967201940039,25,0.0,2.7829777002334595,2.183976894927696,-0.8481200987510664
18,19,1998.5687447733242,410.660696469728,0.546032209924221,-0.05186237531320497,-0.052464559129494055,25,0.0,1.1019023954868317,1.0557554699741827,-0.05890835056428992
19,20,1998.1033636140507,413.1951890877623,0.8499152642081284,0.23999350620157445,0.20153581202478638,25,0.0,4.3928931057453156,3.1839313408826118,-1.2574092348207082
20,21,2000.4189636206738,413.6957686560335,0.760878320762696,0.35707619116318406,0.7882878689080516,25,0.0,2.1825414299964905,1.3980673881726822,-0.3638202632991889
21,22,2535.1970542473036,430.0561870322453,0.9089593944975588,-0.6233657291403002,-0.539428431381413,25,0.0,1.335125893354416,1.0503793313231138,-0.05336541850745549
22,23,1046.3681395762717,434.50723968485596,0.3132954459123317,-0.06461075045481994,0.8080239843069532,25,0.0,1.2106762826442719,1.284699141275418,-0.27200358457245716
23,24,2561.0,447.56084012823567,0.9218549024532112,0.26382425938049436,0.45404601962253677,25,0.0,1.4197538495063782,1.1050416223568926,-0.10844659102451394
24,25,1949.8163162336978,457.32170637338623,0.5823558412874611,-0.0876842910374085,0.9448994352895032,25,0.0,1.1523258984088898,1.152203662248817,-0.15382312821551825
25,26,1221.0,488.4157096985843,0.9079520976179151,0.2695453340602813,0.4685828710542192,25,0.0,1.295827031135559,1.0203213447179709,-0.02184243003944571
26,27,783.5822877457643,570.0,0.9091278742526697,-0.4185317003471191,-0.4673521639538319,25,0.0,1.2772201299667358,1.0046817621735347,-0.005071296632982824
27,28,471.0,585.4060678630044,0.9023205476178565,0.2718340009583142,0.47448087574339765,25,0.0,1.282822996377945,1.0148655847008454,-0.016021313287193837
28,29,426.0,604.4428258313021,0.9240551752042188,0.2629094485253655,0.45174849605508993,25,0.0,1.32474884390831,1.0292224991493677,-0.031273178663144316
29,30,2032.704458720809,639.1376236764149,0.5418596659033018,0.1081044653510524,-0.271918018908042,25,0.0,3.3337701559066772,3.0458979069733916,-1.209288356182626
30,31,1254.5919179780942,652.0,0.9034929418373788,-0.2713588889822341,-0.4732525520629534,25,0.0,1.2781823575496674,1.0101983308583677,-0.011016616490125818
31,32,501.40669258431035,671.0,0.9026839566377709,-0.2914012239110529,-0.4741001044029915,25,0.0,1.2989909648895264,1.0273424134213156,-0.029288045396330047
32,33,461.0,702.4049369431324,0.9016631931797152,0.27210008403186503,0.4751696949400243,25,0.0,1.286440372467041,1.0182902594848722,-0.019678973795367066
33,34,1435.4330455875497,732.4777292363943,0.6450906802041289,-0.592646498640907,-0.2296534256584529,25,0.0,1.2449704706668854,1.2567759898436237,-0.2481446877619425
34,35,2809.473350200591,752.3840747898879,0.418736637868896,-0.10594314520810154,0.05112043649532024,25,0.0,1.2278769314289093,1.5129871162797555,-0.44958807459790107
35,36,2719.6449704739052,773.6458222742783,0.6516228171107874,0.06915985674594974,-0.0006505326916172353,25,0.0,1.1216796040534973,1.1244345511351308,-0.12733545488028386
36,37,234.29260229063811,811.6308820683769,0.3274609184377264,0.5693075454400511,0.1876328313617396,25,0.0,1.1916563808918,1.6870287742231584,-0.5678062251150288
37,38,2867.0,824.4961911479356,0.9569374880311431,0.24892242472771736,0.41751313193111117,25,0.0,1.636153906583786,1.2375527464802107,-0.23140929581626052
38,39,1331.4031992133562,834.0,0.9006544232982456,-0.07359100735970141,-0.47622689771910487,25,0.0,1.2639426589012146,1.0013319527118936,-0.0014451870354495425
39,40,2345.0509319790995,841.7029197852473,0.8578714288896913,0.5056662652294436,0.513067210342658,25,0.0,2.188188850879669,1.5782306206193941,-0.49542616312815924
40,41,516.5682693021879,860.4587173134945,0.9601357313258555,0.8732807942354723,0.48093491964081514,25,0.0,2.4241251051425934,1.3837322621372685,-0.35263016691156496
41,42,515.9841244519025,862.8548129824237,0.4181643056160402,-0.35741616967193923,0.1633200830418293,25,0.0,6.0990466475486755,5.86263571779268,-1.9202322739800093
42,43,515.4705422290172,864.8861881447938,0.45821574076362853,0.04388166516190687,-0.12402788056771175,25,0.0,3.6145160794258118,3.06552427897327,-1.2162619002303576
43,44,2181.8562395792455,888.2611545331397,0.583103470171414,0.5764506598136251,0.03308848010386024,25,0.0,1.1218432486057281,1.122329558891128,-0.12530100280001155
44,45,2665.4206670406584,913.2657300780629,0.11165789663651414,-0.6311609311731281,0.19290712687124745,25,0.0,1.0515750050544739,1.6462265956689264,-0.5412240341704764
45,46,1193.4006317457702,919.4751513875553,0.6060607312314878,-0.37614656299811006,0.6389497424275439,25,0.0,2.5038506388664246,1.9938537867835548,-0.7492332686887142
46,47,932.586013230098,960.7328750935357,0.6380347036087272,0.9969214874169867,0.26636187043332654,25,0.0,1.2105231583118439,1.2313248392345302,-0.2259316012084983
47,48,1485.4162888076833,968.0,0.9082918967335532,-0.2694067138040956,-0.4682271721840585,25,0.0,1.2841579616069794,1.0108457500711774,-0.011712223785068364
48,49,1251.355922717552,1005.378723948245,0.6274879486403396,0.00885940167994743,0.017246108417433823,25,0.0,1.2098122835159302,1.2447967393511685,-0.23774610511570204
49,50,2899.8614680524183,1030.3203113921218,0.3614253722051128,0.24087616836186673,0.721920141483972,25,0.0,1.15302374958992,1.6732782747223898,-0.5589204308975877
50,51,1669.9259441022823,1052.0465182121482,0.7805993112416245,0.08455954839974612,0.28802520108533886,25,0.0,6.359530717134476,3.3882744201862987,-1.3249464427138766
51,52,840.4176096980494,1060.0,0.9090676080802349,-0.26909003906045403,-0.46741523978426697,25,0.0,1.3076758682727814,1.0286905695050497,-0.030711896172762043
52,53,1688.3634251034937,1064.6294502510168,0.6279596866863957,-0.042176879810865986,0.0053902193346365476,25,0.0,1.2073650360107422,1.2416381127522584,-0.23498758755581034
53,54,1059.0,1113.5951893113668,0.9015898482593079,0.27212975872504597,0.4752465552685519,25,0.0,1.2727373242378235,1.0075056976483292,-0.008118777107886024
54,55,1565.5782454933355,1262.0,0.9115077086445382,-0.26809185162081306,-0.46486188787823257,25,0.0,1.2888311743736267,1.0118018269006523,-0.012738648079068588
55,56,1637.0,1263.460864380306,0.9349896813788487,0.25832447196839775,0.4403432045889092,25,0.0,2.0317203998565674,1.5643557987187913,-0.4858388408739116
56,57,360.6317128730827,1295.3781012422965,0.6161429151549787,0.0037622066427729266,0.007390260686591965,25,0.0,1.1184406876564026,1.1652413324383213,-0.16603970287294245
57,58,117.0,1300.598379677934,0.8997392202405312,0.2728775929079189,0.4771861957931561,25,0.0,1.3794566094875336,1.093688355035338,-0.09723397005313578
58,59,138.6418096527988,1359.6390813568976,0.6421463401347196,-0.049155269408549945,0.0020757917291451267,25,0.0,1.1754782795906067,1.1903857428680302,-0.18921929182754857
59,60,1355.5002745740276,1397.5849479178878,0.6149340682106385,-0.07792416925072695,0.22674828857129845,25,0.0,1.2091215550899506,1.261405379109451,-0.2521366966427988
60,61,1367.0,1430.4219222065842,0.9116066278282687,0.26805132049655694,0.46475839957329157,25,0.0,1.2813457548618317,1.0058423410952109,-0.006324783414519886
61,62,1579.8884916013521,1464.0973567087462,0.935067172946507,-0.6365625008278019,0.10631887049193912,25,0.0,2.4481751918792725,1.8149996387534175,-0.6471913573319633
62,63,1581.5982716292576,1471.1651091801668,0.15212891516987648,-0.9361452193677229,-0.10909137925097011,25,0.0,4.028795808553696,5.5015215923783,-1.8512070545454282
63,64,2034.4473992387132,1488.040843796626,0.871127959921267,-0.5784927428730889,-0.008751627875934647,25,0.0,2.2904698252677917,1.788752831628056,-0.6313758356609742
64,65,1764.6513900675982,1569.3553830540934,0.6566371722939167,-0.12521430084722251,0.00518305440474649,25,0.0,1.2796560227870941,1.2759811940641619,-0.26461068405387006
65,66,1514.3650001369851,1624.6494075848498,0.6455838339829152,0.12446081079725395,-0.010976628734725878,25,0.0,1.1775250434875488,1.1880623136206636,-0.1870980497439953
66,67,2558.1811012917283,1625.9583754075425,0.11638390853659765,0.2723124105078084,0.3443028852857493,25,0.0,1.0546205043792725,1.626312495806356,-0.5280099973097154
67,68,1135.9410720283024,1641.7593652884211,0.748444028529851,0.37935137832723714,0.1883879318979464,25,0.0,6.0194291472435,5.113593234525389,-1.7718154467761447
68,69,1134.7847104076504,1641.6897279830291,0.3131147146051653,-0.8385407161636116,0.4820865584713577,25,0.0,1.2165002524852753,1.2952902012425294,-0.28091770034589486
69,70,79.59107224545843,1648.0,0.903985854459189,-0.6107669794458851,-0.47273619682505347,25,0.0,4.064901351928711,3.2113233379171855,-1.266710088739964
70,71,346.64344705152007,1651.361799451707,0.6428773924733147,-0.007708071438321679,0.003992889284586851,25,0.0,1.1190349757671356,1.1323355462679936,-0.13493785224308918
71,72,1345.0,1660.4099009004278,0.9045534895436944,0.18079663999032367,0.47214161812584826,25,0.0,1.2719757854938507,1.0043981431975828,-0.004764752934278068
72,73,1183.377807296404,1693.6083513186422,0.7258125829600791,0.1423108254134491,-0.10142695909708607,25,0.0,2.424262195825577,2.1652867052785765,-0.8387885234054239
73,74,92.17577373507123,1698.648519300541,0.5941737477059665,-0.09364586905792469,0.7438321354645925,25,0.0,1.1713186204433441,1.1552962697113294,-0.1567334276726094
74,75,2407.935209307257,1739.954071120966,0.829986250715976,-0.8049011559262297,-0.026381784608599607,25,0.0,5.586277186870575,4.27957605308498,-1.578501871758907
75,76,231.41841460511483,1781.3033767664645,0.36486894489590754,-0.10888668497338466,0.1402006811865758,25,0.0,5.553414046764374,5.281195006545052,-1.8068305099458395
76,77,231.6934984158059,1781.9306297051494,0.7011087244094286,0.7932301720589061,-0.2852068580077907,25,0.0,5.5413927137851715,4.4973535822583255,-1.6323925829331574
77,78,1016.9815570841606,1844.495197821027,0.649381037215027,0.3438966902982254,0.9238186556002816,25,0.0,1.1485970616340637,1.154175193902649,-0.15567934000922382
78,79,1019.6417771732534,1844.6352151424667,0.638431265489893,0.11911016937392532,0.004985249848181481,25,0.0,1.1516746282577515,1.1709629746965482,-0.17135790775094098
79,80,2765.6228500183965,1871.3273912308064,0.4870151655045029,0.5290751648522127,0.356350971242936,25,0.0,9.761985957622528,7.09151710389175,-2.1268478867471217
80,81,1581.0,1929.9949279806342,0.6412369624562338,0.44464680188940336,0.7541557898296282,25,0.0,1.1552963554859161,1.1710942479271211,-0.17147961963562175
81,82,728.5931704589249,1932.472740679284,0.6279880957442923,0.28219263771725883,-0.2472570759748575,25,0.0,1.083805650472641,1.1145366753755297,-0.11773591028457664
82,83,562.8253284049858,1987.9083451732126,0.5159183988225152,0.02076580986497187,0.02053028356464947,25,0.0,2.2300086319446564,1.9469172113180941,-0.7233687110649041
83,84,1334.8158512493562,2006.4079288692585,0.9127593489255882,-0.313307908992782,-0.3610232043306084,25,0.0,2.317169666290283,1.8172048588815881,-0.6485097234252595
84,85,2667.2701955926705,2041.344736918915,0.6615366158178874,0.006233480630577485,0.26674970334149495,25,0.0,2.1821243166923523,1.7041282413723213,-0.5787556844462726
85,86,2668.0186019433095,2043.870935240023,0.9446418470054859,-0.381149418535117,0.19875290496869563,25,0.0,6.582618802785873,3.618899373128943,-1.3964412682827887
86,87,2667.5754682223937,2045.4212658958747,0.19763990254097485,0.49022084933776383,0.6969030013254939,25,0.0,4.364756107330322,3.3067649291694687,-1.2985083073680577
87,88,1332.3629000769113,2072.36164753912,0.6369443434105069,-0.0004922621067356386,-0.0009510109913623291,25,0.0,1.0795851051807404,1.0994328948576935,-0.1029218171151628
88,89,2191.09416939409,2132.222989897039,0.8618472908490907,0.9414061467332472,0.912282263586409,25,0.0,8.761291593313217,5.596514305789687,-1.8697940455997943
89,90,877.5999841728315,2174.8554315862075,0.871621587054802,-0.3276682491817658,-0.02800691965169024,25,0.0,3.2320169508457184,2.410239671066908,-0.9551505759874618
90,91,1740.406797802042,2212.6081434889948,0.579165475835902,-0.6974454943750011,0.009605716526474118,25,0.0,1.073480635881424,1.0771565749955962,-0.08069709184326464
91,92,2497.886486887552,2286.6044483660285,0.3492097259790257,0.33872649587097775,0.6243377069887251,25,0.0,2.17263200879097,2.0540596050362763,-0.7815326046803646
92,93,2498.65607288924,2289.05443692876,0.4514685514888278,0.4047980818253601,0.20771612349554228,25,0.0,4.282549053430557,3.664535782789898,-1.4100474169232025
93,94,2501.5551290264902,2292.0139745063616,0.8674617923941581,-0.07226138332695693,-0.006634634421765658,25,0.0,2.1369609236717224,1.6738509454182375,-0.5592919548353021
94,95,563.7780667950489,2312.276142218605,0.38989897828805425,0.4409379307923149,0.05222886006306859,25,0.0,1.039820909500122,1.188579881189757,-0.1875709369613339
95,96,1473.7089853283462,2341.574841377192,0.4712973008907399,-0.09817306043347851,0.0534333186154176,25,0.0,1.0635376870632172,1.3197376764908317,-0.3012190382907159
96,97,1473.409985034324,2345.075575047344,0.3351955514186304,0.12353525923651891,0.7936813220526812,25,0.0,1.083395391702652,1.2617103451027194,-0.25239915992860573
97,98,1122.8831765789846,2375.29034864376,0.4704525054279785,-0.5985508411116162,0.480706973014389,25,0.0,1.0491429269313812,1.3033276092290478,-0.28763398823968467
98,99,2544.9790305934703,2481.0,0.6447466967671454,-0.5559788355238886,-0.7503133239939868,25,0.0,1.2563845813274384,1.2687666487864122,-0.25845438529322967
99,100,2409.5240411959644,2488.8372849025727,0.7506883658217393,-0.12003462018945284,-0.23374315885012417,25,0.0,2.140115261077881,1.9405263614624877,-0.719798867187546
100,101,2411.390012622293,2492.213658834534,0.3799265011593432,0.23599934134335984,0.18453461508390986,25,0.0,1.1112068593502045,1.3283982575137503,-0.30832074313516417
101,102,2373.117090548856,2533.0030907443784,0.6560745236016656,0.21961436743136517,0.16227868278458182,25,0.0,4.463120818138123,3.5516074688035992,-1.3760624015271024
102,103,1062.8944088836888,2553.4205929587165,0.9671926873099222,-0.5192954356680185,0.24826470684973076,25,0.0,8.392480909824371,3.661119383390685,-1.4090347269446515
103,104,1062.6885253109215,2555.7261114764956,0.21387156296465942,0.49884891693070876,0.37959687303350687,25,0.0,5.264872372150421,4.045377568069499,-1.517397654843965
104,105,2071.35648581815,2647.830386826063,0.5996474720943235,-0.8728504847910461,-0.7402640350319083,25,0.0,1.1508926749229431,1.1318691673966719,-0.1344905742828999
105,106,1125.409306324566,2692.236407645767,0.6322254186157349,0.22951029903534784,-0.2470116256279396,25,0.0,1.041540265083313,1.066134709379867,-0.06953020648278743
106,107,1067.5402788703443,2697.50929786937,0.5884233802478077,-0.16727126066910383,-0.4208085722105409,25,0.0,1.0489671528339386,1.040091546481868,-0.04267891647327697
107,108,1065.1957196543246,2708.2900027003793,0.6242731511287357,-0.7750020897110472,0.2591539432319643,25,0.0,1.0123319029808044,1.045281004877412,-0.0480826458837286
108,109,2394.593909990727,2706.0,0.9023334269299053,0.16881415284855866,-0.47446738071032774,25,0.0,1.2965383231639862,1.025704930651126,-0.027556108029770404
109,110,1094.377513482851,2708.101582193542,0.5838843005446002,0.4877359919176203,-0.01936344209477419,25,0.0,1.0150233805179596,1.0099239206747872,-0.010721647140746965
110,111,1080.7517904702606,2710.083709069105,0.33797461633553455,-0.17642152268795155,0.45030936790697484,25,0.0,1.0539477467536926,1.2242878726455397,-0.21970886887403107
111,112,1089.0051973903426,2709.0,0.655777687261871,-0.4020366350760826,-0.7382515704317184,25,0.0,1.0650058686733246,1.062915749858789,-0.06624710575441964
112,113,1070.2889137337927,2711.829228848455,0.5252012025432756,-0.26445258970955404,-0.25756719930142496,25,0.0,6.18880107998848,4.7106732761741,-1.6827074584965875
113,114,1071.07473063351,2713.0350336235297,0.15839298818881137,0.5721303016876668,0.27421970697544035,25,0.0,5.189724713563919,5.540844221627748,-1.8589398508380888
114,115,1078.2038403347458,2716.4321454322026,0.9486926651769197,0.013160953279336736,0.05831764740818477,25,0.0,4.14375913143158,2.833925401425945,-1.1309710348778668
115,116,1068.7541684241444,2718.5027088459055,0.5230924458695878,0.5839409134643455,0.4921542830355127,25,0.0,3.1696953177452087,2.367231567530719,-0.9356018589985715
116,117,1071.5194576302106,2720.2185172830777,0.6674002800019632,-0.8118051528595264,0.41663391420220014,25,0.0,2.0835715532302856,1.5131545777183164,-0.4497082401190944
117,118,1077.8316108732201,2722.6025311890903,0.7515514628177674,0.3497730581608392,0.3324213253643203,25,0.0,2.0758365094661713,1.8806778020685526,-0.685785996359558
118,119,1066.7784897057118,2723.9001127682836,0.48487497046603795,0.39436737750906636,0.4910814776313512,25,0.0,1.07576322555542,1.3114216517749704,-0.2943558741474402
119,120,1072.0840164652293,2724.619125223883,0.25813807026611096,-0.43557984167641434,0.3093585805522173,25,0.0,1.0068539679050446,1.7380825336489838,-0.600175988189098
120,121,1059.5476705289157,2729.548903390069,0.6457339154851124,0.16626323086972325,-0.0008765464009873377,25,0.0,1.0507924556732178,1.060025018818074,-0.06329028912043394
121,122,1167.3696888023032,2817.645663397495,0.6375283929169628,-0.006037631505339222,-0.0116587346772542,25,0.0,1.052276998758316,1.070945647314368,-0.07441857514117184
